0,0,0
0.499982,0.011795,0.00471497
0.999946,0.0236282,0.00943375
1.49989,0.0355606,0.0141525
1.99996,0.0475464,0.0188904
2.49987,0.0594864,0.0236816
2.99991,0.0714188,0.0285454
3.49993,0.083374,0.033432
3.99993,0.0953293,0.0382614
4.49991,0.107262,0.0430183
4.99988,0.119179,0.0477333
5.49997,0.131081,0.0524406
5.9999,0.142944,0.0571518
6.49995,0.154755,0.0618782
6.99999,0.166557,0.0666122
7.49987,0.178398,0.0713425
7.99987,0.1903,0.0760727
8.49999,0.202248,0.0808144
8.99996,0.214211,0.0855827
9.49991,0.226166,0.0903816
9.99998,0.238113,0.0952072
10.4999,0.250046,0.100044
10.9999,0.261971,0.104874
11.5,0.273895,0.109684
12,0.28582,0.11446
12.4999,0.297745,0.119198
12.9999,0.309647,0.123913
13.5,0.321533,0.128613
13.9999,0.333397,0.13332
14.5,0.345245,0.138046
14.9999,0.357086,0.142788
15.4999,0.368942,0.147541
15.9999,0.380814,0.152283
16.5,0.392715,0.157021
16.9999,0.404663,0.161728
17.4999,0.41671,0.166367
18,0.428955,0.170826
18.4999,0.441483,0.175026
18.9999,0.454376,0.178864
19.4999,0.467621,0.182354
19.9999,0.481247,0.185455
20.4999,0.495392,0.188046
20.9999,0.509804,0.190369
21.4999,0.524536,0.192371
21.9999,0.539566,0.194042
22.5,0.554688,0.195576
23,0.569923,0.197052
23.4999,0.58548,0.198166
24,0.600861,0.199413
24.4999,0.616463,0.200443
25,0.632126,0.201382
25.4999,0.647797,0.202324
26,0.663567,0.203175
26.4999,0.679337,0.204117
27,0.695213,0.204914
27.4999,0.711098,0.205627
27.9999,0.726913,0.206463
28.5,0.742935,0.207169
28.9999,0.758842,0.207813
29.5,0.774757,0.208565
29.9999,0.790779,0.209167
30.4999,0.806938,0.209755
30.9999,0.823006,0.210419
31.5,0.839027,0.211128
31.9999,0.855225,0.211582
32.4999,0.871132,0.212212
32.9999,0.88736,0.212685
33.5,0.903549,0.213261
34,0.919693,0.213749
34.4999,0.93589,0.214272
35,0.952034,0.214767
35.4999,0.968292,0.215199
36,0.98436,0.215729
36.4999,1.00069,0.216007
36.9999,1.01686,0.216511
37.5,1.03305,0.216961
38,1.04929,0.217396
38.4999,1.06554,0.217804
38.9999,1.08186,0.218204
39.4999,1.09808,0.2187
39.9999,1.11427,0.219093
40.5,1.13052,0.219501
41,1.14684,0.219849
41.4999,1.16319,0.220146
42,1.17941,0.220631
42.5,1.19574,0.220924
42.9999,1.21205,0.221329
43.4999,1.22838,0.221638
43.9999,1.24471,0.221954
44.4999,1.26102,0.222404
44.9999,1.27734,0.222706
45.4999,1.29366,0.223057
45.9999,1.31007,0.223389
46.5,1.32655,0.223576
46.9999,1.34284,0.223892
47.4999,1.35918,0.224178
48,1.37557,0.224552
48.4999,1.39191,0.22485
49,1.4082,0.225163
49.5,1.42468,0.225403
50,1.44096,0.225819
50.4999,1.45734,0.226021
50.9999,1.47383,0.226265
51.5,1.4902,0.226509
51.9999,1.50665,0.22678
52.4999,1.52296,0.227047
53,1.53936,0.227303
53.4999,1.55577,0.2276
53.9999,1.57214,0.227978
54.5,1.58858,0.228107
55,1.60503,0.228363
55.4999,1.62154,0.228565
55.9999,1.63788,0.228771
56.5,1.65422,0.229065
56.9999,1.67072,0.229412
57.4999,1.6871,0.229652
58,1.70364,0.229744
58.4999,1.72008,0.229942
59,1.73655,0.23019
59.4999,1.75292,0.23045
59.9999,1.76946,0.230564
60.5,1.78593,0.230728
60.9999,1.80237,0.231075
61.4999,1.81891,0.23122
61.9999,1.83526,0.231506
62.5,1.85168,0.231682
63,1.86819,0.231941
63.5,1.8847,0.232082
63.9999,1.90112,0.232277
64.4999,1.91754,0.232502
64.9999,1.93413,0.232643
65.5,1.95062,0.232819
66,1.96703,0.233055
66.4999,1.9836,0.233139
66.9999,2.00005,0.233364
67.4999,2.01654,0.23349
68,2.03302,0.233673
68.5,2.04954,0.233818
68.9999,2.06606,0.234001
69.4999,2.08256,0.234177
69.9999,2.09892,0.234364
70.5,2.11543,0.234577
71,2.1319,0.234745
71.5,2.1484,0.235008
71.9999,2.16496,0.23513
72.5,2.18149,0.235203
72.9999,2.19794,0.235458
73.4999,2.21455,0.235531
73.9999,2.23095,0.235779
74.5,2.24747,0.235855
74.9999,2.26408,0.235947
75.5,2.2806,0.236134
76,2.29707,0.236309
76.5,2.31357,0.236435
76.9999,2.33016,0.236542
77.4999,2.3466,0.236691
77.9999,2.3631,0.236885
78.5,2.37955,0.237099
78.9999,2.3962,0.237114
79.4999,2.41265,0.237347
79.9999,2.4292,0.237427
80.5,2.44585,0.237511
80.9999,2.46236,0.237621
81.4999,2.47887,0.237797
81.9999,2.49541,0.2379
82.4999,2.51198,0.238064
82.9999,2.52851,0.238174
83.5,2.54502,0.238377
83.9999,2.56158,0.238419
84.4999,2.57806,0.238598
84.9999,2.59468,0.238686
85.4999,2.61133,0.238735
85.9999,2.62788,0.238804
86.5,2.64442,0.239021
87,2.66087,0.239178
87.5,2.6774,0.239204
87.9999,2.69408,0.239334
88.4999,2.71064,0.239464
88.9999,2.72717,0.239517
89.4999,2.74371,0.239662
89.9999,2.76032,0.239796
90.4999,2.77686,0.23988
90.9999,2.79333,0.239998
91.4999,2.80991,0.240105
91.9999,2.82656,0.240208
92.5,2.84309,0.240288
93,2.8596,0.240391
93.4999,2.87613,0.240505
93.9999,2.89288,0.240627
94.4999,2.90931,0.240742
94.9999,2.92592,0.240681
95.4999,2.94243,0.240826
95.9999,2.95901,0.241066
96.4999,2.97556,0.241108
96.9999,2.99217,0.241146
97.5,3.00888,0.241199
97.9999,3.02544,0.241341
98.5,3.04198,0.241367
99,3.05852,0.241417
99.4999,3.0751,0.241581
99.9999,3.09177,0.241692
100.5,3.10822,0.241802
101,3.12479,0.24184
101.5,3.14143,0.241978
102,3.15805,0.242081
102.5,3.17464,0.242001
103,3.1912,0.242157
103.5,3.20782,0.242245
104,3.22437,0.242386
104.5,3.24091,0.242332
105,3.2575,0.24239
105.5,3.27419,0.242489
106,3.29073,0.242584
106.5,3.30727,0.242653
107,3.32394,0.242668
107.5,3.34051,0.242832
108,3.35706,0.242863
108.5,3.37358,0.242958
109,3.39031,0.242931
109.5,3.40698,0.243069
110,3.42351,0.243126
110.5,3.44009,0.243099
111,3.45666,0.243259
111.5,3.47333,0.243389
112,3.48996,0.243347
112.5,3.50648,0.243404
113,3.52316,0.243504
113.5,3.53979,0.243649
114,3.55627,0.24366
114.5,3.57285,0.243675
115,3.58955,0.243813
115.5,3.60625,0.243774
116,3.62274,0.243866
116.5,3.6394,0.243828
117,3.65604,0.243973
117.5,3.67267,0.244045
118,3.68922,0.244026
118.5,3.70585,0.24411
119,3.72252,0.244152
119.5,3.73906,0.244316
120,3.75556,0.244362
120.5,3.77228,0.244316
121,3.7889,0.24445
121.5,3.80546,0.244537
122,3.82209,0.244427
122.5,3.8388,0.244507
123,3.85538,0.244686
123.5,3.8721,0.244625
124,3.88862,0.244621
124.5,3.90525,0.24477
125,3.92187,0.244961
125.5,3.93842,0.244915
126,3.95504,0.244858
126.5,3.97171,0.244957
127,3.98843,0.244919
127.5,4.00497,0.244961
128,4.02157,0.244987
128.5,4.03828,0.245033
129,4.05494,0.245144
129.5,4.07153,0.245117
130,4.08805,0.245186
130.5,4.10481,0.245193
131,4.12144,0.245277
131.5,4.13808,0.245224
132,4.15468,0.245232
132.5,4.17137,0.245422
133,4.18798,0.245354
133.5,4.20452,0.245384
134,4.22116,0.245426
134.5,4.23788,0.245464
135,4.25449,0.245453
135.5,4.2711,0.245441
136,4.28772,0.245579
136.5,4.30448,0.245522
137,4.32104,0.245544
137.5,4.33761,0.245579
138,4.35432,0.245663
138.5,4.37106,0.245625
139,4.38763,0.24567
139.5,4.40427,0.245644
140,4.42088,0.245712
140.5,4.43762,0.245686
141,4.45428,0.245701
141.5,4.47091,0.245728
142,4.48763,0.245609
142.5,4.5042,0.245708
143,4.52087,0.24572
143.5,4.53749,0.245731
144,4.55414,0.245872
144.5,4.57072,0.245857
145,4.58746,0.245792
145.5,4.60406,0.245842
146,4.62077,0.245831
146.5,4.63745,0.245762
147,4.65408,0.245789
147.5,4.67069,0.245872
148,4.68748,0.245785
148.5,4.70412,0.245792
149,4.7207,0.245861
149.5,4.73749,0.245827
150,4.75417,0.245781
150.5,4.77073,0.245781
151,4.78739,0.245842
151.5,4.80408,0.24585
152,4.82085,0.245842
152.5,4.83739,0.245876
153,4.8541,0.245792
153.5,4.87091,0.245781
154,4.88752,0.245823
154.5,4.90421,0.245735
155,4.9208,0.245693
155.5,4.93752,0.245747
156,4.95424,0.245667
156.5,4.97088,0.245678
157,4.98755,0.245625
157.5,5.00433,0.245617
158,5.02106,0.245579
158.5,5.03774,0.245468
159,5.05437,0.245518
159.5,5.07114,0.245495
160,5.08789,0.245419
160.5,5.10452,0.245342
161,5.12128,0.245281
161.5,5.138,0.245312
162,5.15475,0.24514
162.5,5.17136,0.245197
163,5.18809,0.245186
163.5,5.20498,0.245029
164,5.22155,0.245037
164.5,5.23821,0.244968
165,5.2551,0.244862
165.5,5.2718,0.244827
166,5.28851,0.244671
166.5,5.30521,0.244698
167,5.32199,0.244644
167.5,5.3387,0.244514
168,5.35546,0.244362
168.5,5.37222,0.244328
169,5.389,0.244247
169.5,5.40571,0.244087
170,5.42242,0.243992
170.5,5.4393,0.243855
171,5.45606,0.243793
171.5,5.47289,0.243618
172,5.48969,0.243473
172.5,5.50652,0.243431
173,5.52322,0.243351
173.5,5.54004,0.243137
174,5.55689,0.242954
174.5,5.57377,0.242748
175,5.59055,0.242622
175.5,5.60723,0.242554
176,5.62405,0.242538
176.5,5.64091,0.242393
177,5.65778,0.242058
177.5,5.67462,0.241875
178,5.69154,0.241795
178.5,5.70842,0.241524
179,5.72521,0.241287
179.5,5.74205,0.241062
180,5.7589,0.240913
180.5,5.77576,0.240719
181,5.79259,0.240498
181.5,5.80962,0.240349
182,5.82654,0.240131
182.5,5.8434,0.239864
183,5.86021,0.239605
183.5,5.87717,0.239384
184,5.89408,0.239231
184.5,5.91109,0.238842
185,5.92793,0.23859
185.5,5.94492,0.238285
186,5.96185,0.238022
186.5,5.97858,0.237793
187,5.99568,0.237469
187.5,6.01266,0.237221
188,6.02945,0.236977
188.5,6.04646,0.236618
189,6.0636,0.236347
189.5,6.0806,0.235947
190,6.09743,0.235775
190.5,6.11434,0.235542
191,6.13143,0.235168
191.5,6.14848,0.234646
192,6.16537,0.234356
192.5,6.18243,0.234024
193,6.19939,0.233677
193.5,6.21642,0.233334
194,6.23334,0.233162
194.5,6.25053,0.23275
195,6.26745,0.232338
195.5,6.2845,0.23188
196,6.30163,0.23156
196.5,6.31861,0.231209
197,6.33564,0.230774
197.5,6.35274,0.230442
198,6.36979,0.230068
198.5,6.38668,0.22974
199,6.40385,0.229294
199.5,6.42091,0.228859
200,6.43793,0.228512
200.5,6.45515,0.227982
201,6.47212,0.227768
201.5,6.4893,0.227272
202,6.50639,0.226719
202.5,6.52358,0.226269
203,6.54075,0.225842
203.5,6.55776,0.225426
204,6.57488,0.224857
204.5,6.59196,0.224564
205,6.60912,0.224094
205.5,6.62617,0.223576
206,6.64341,0.223122
206.5,6.66046,0.222672
207,6.67759,0.222176
207.5,6.69469,0.221703
208,6.71194,0.221218
208.5,6.72911,0.22068
209,6.74635,0.220123
209.5,6.7634,0.219757
210,6.7806,0.219234
210.5,6.79774,0.218636
211,6.81486,0.218254
211.5,6.83211,0.217564
212,6.84921,0.217121
212.5,6.86657,0.216515
213,6.88366,0.216068
213.5,6.90088,0.215488
214,6.91801,0.215008
214.5,6.9353,0.214485
215,6.95249,0.213867
215.5,6.9697,0.213333
216,6.98695,0.212692
216.5,7.00408,0.212173
217,7.02138,0.211525
217.5,7.0387,0.210999
218,7.05582,0.210522
218.5,7.07314,0.209793
219,7.09034,0.2094
219.5,7.10743,0.208878
220,7.12484,0.208149
220.5,7.14201,0.207741
221,7.15938,0.207035
221.5,7.17648,0.206539
222,7.19375,0.206127
222.5,7.21099,0.205521
223,7.22805,0.204842
223.5,7.24555,0.204166
224,7.26266,0.203667
224.5,7.27979,0.20303
225,7.29719,0.202427
225.5,7.31448,0.201805
226,7.33179,0.201168
226.5,7.34904,0.200615
227,7.36633,0.200043
227.5,7.38363,0.199364
228,7.40084,0.198761
228.5,7.41815,0.198105
229,7.43533,0.197651
229.5,7.45258,0.197071
230,7.46992,0.19635
230.5,7.48718,0.195747
231,7.50457,0.195065
231.5,7.5217,0.194489
232,7.53904,0.193836
232.5,7.55635,0.193428
233,7.57359,0.192677
233.5,7.59092,0.192062
234,7.60815,0.191475
234.5,7.62546,0.190727
235,7.6427,0.190231
235.5,7.66003,0.189583
236,7.67725,0.188915
236.5,7.69461,0.188335
237,7.71176,0.187889
237.5,7.7292,0.187023
238,7.74648,0.186493
238.5,7.76363,0.185875
239,7.78087,0.185314
239.5,7.79813,0.18475
240,7.81537,0.183975
240.5,7.83278,0.183365
241,7.85001,0.182888
241.5,7.86727,0.182175
242,7.88461,0.181622
242.5,7.9019,0.180893
243,7.9191,0.180309
243.5,7.93652,0.179779
244,7.9538,0.1791
244.5,7.97104,0.178505
245,7.98826,0.177986
245.5,8.00549,0.177376
246,8.0227,0.176701
246.5,8.0401,0.176022
247,8.05727,0.175598
247.5,8.07463,0.174931
248,8.09173,0.174438
248.5,8.10915,0.173607
249,8.12637,0.17313
249.5,8.14354,0.172501
250,8.16084,0.171993
250.5,8.17805,0.171356
251,8.19528,0.1707
251.5,8.21275,0.170139
252,8.2298,0.169571
252.5,8.24712,0.169044
253,8.26433,0.168472
253.5,8.28172,0.167641
254,8.29896,0.167328
254.5,8.31633,0.166492
255,8.33344,0.16605
255.5,8.35071,0.165524
256,8.36792,0.164879
256.5,8.38519,0.16431
257,8.40231,0.163853
257.5,8.41961,0.163349
258,8.43681,0.162609
258.5,8.45405,0.162094
259,8.47128,0.16153
259.5,8.48859,0.160839
260,8.50573,0.160423
260.5,8.52307,0.159809
261,8.54021,0.15926
261.5,8.5575,0.158764
262,8.57462,0.158192
262.5,8.59191,0.157558
263,8.60916,0.157047
263.5,8.62627,0.156395
264,8.64352,0.155994
264.5,8.66062,0.155479
265,8.67777,0.154903
265.5,8.69508,0.154388
266,8.7123,0.153778
266.5,8.72958,0.153355
267,8.7467,0.152756
267.5,8.76388,0.152298
268,8.78119,0.151691
268.5,8.79832,0.151058
269,8.81547,0.150726
269.5,8.83258,0.150162
270,8.84988,0.149654
270.5,8.86696,0.14909
271,8.8842,0.148594
271.5,8.90129,0.148129
272,8.9184,0.147633
272.5,8.93568,0.147053
273,8.95274,0.146545
273.5,8.96996,0.14616
274,8.98707,0.145638
274.5,9.0042,0.145187
275,9.02139,0.144608
275.5,9.03851,0.144047
276,9.0557,0.143745
276.5,9.07284,0.143173
277,9.09003,0.142742
277.5,9.10704,0.142307
278,9.1242,0.141785
278.5,9.1413,0.141361
279,9.1584,0.14093
279.5,9.17558,0.140476
280,9.19263,0.139946
280.5,9.20994,0.13937
281,9.22688,0.139008
281.5,9.24403,0.138638
282,9.26116,0.1381
282.5,9.27838,0.137661
283,9.29542,0.137249
283.5,9.31248,0.136784
284,9.32966,0.136375
284.5,9.34657,0.135872
285,9.3638,0.135441
285.5,9.3809,0.134964
286,9.39808,0.134502
286.5,9.41506,0.13419
287,9.4322,0.133698
287.5,9.44925,0.133305
288,9.46636,0.132847
288.5,9.48356,0.132393
289,9.50052,0.132057
289.5,9.51748,0.131683
290,9.53475,0.131126
290.5,9.5519,0.130707
291,9.56881,0.130421
291.5,9.58587,0.130157
292,9.60296,0.129555
292.5,9.61996,0.129135
293,9.637,0.128796
293.5,9.65405,0.128437
294,9.67118,0.127983
294.5,9.68821,0.127663
295,9.70531,0.12722
295.5,9.72236,0.126827
296,9.73943,0.126438
296.5,9.75629,0.126087
297,9.77349,0.125668
297.5,9.79039,0.125275
298,9.80756,0.124863
298.5,9.82449,0.124641
299,9.84163,0.124233
299.5,9.85854,0.123924
300,9.87574,0.123413
300,9.87574,0.123413
