time,A3277,time,B3137,time,C2997,time,D2857,time,E2717,
144,0.490866,144,0.492816,144,0.498051,144,0.496116,144,0.487319,
144.5,0.490724,144.5,0.494443,144.5,0.500189,144.5,0.497918,144.5,0.488044,
145,0.490571,145,0.494226,145,0.499752,145,0.499147,145,0.488796,
145.5,0.493067,145.5,0.495109,145.5,0.499783,145.5,0.497711,145.5,0.489154,
146,0.492302,146,0.494826,146,0.501329,146,0.498182,146,0.490767,
146.5,0.493112,146.5,0.494877,146.5,0.502043,146.5,0.497897,146.5,0.490632,
147,0.494122,147,0.495583,147,0.502313,147,0.499867,147,0.49047,
147.5,0.492891,147.5,0.498793,147.5,0.503646,147.5,0.499815,147.5,0.493028,
148,0.494376,148,0.497041,148,0.502675,148,0.499214,148,0.491516,
148.5,0.495197,148.5,0.496977,148.5,0.503779,148.5,0.502165,148.5,0.49267,
149,0.496903,149,0.497981,149,0.503278,149,0.500513,149,0.492941,
149.5,0.494798,149.5,0.499539,149.5,0.504211,149.5,0.500969,149.5,0.494378,
150,0.49831,150,0.500543,150,0.505242,150,0.501785,150,0.494447,
150.5,0.496816,150.5,0.501198,150.5,0.505851,150.5,0.502343,150.5,0.494843,
151,0.498837,151,0.501187,151,0.50659,151,0.502747,151,0.496,
151.5,0.498456,151.5,0.502331,151.5,0.506768,151.5,0.503882,151.5,0.49607,
152,0.499629,152,0.501716,152,0.508469,152,0.504804,152,0.496763,
152.5,0.499828,152.5,0.503161,152.5,0.508047,152.5,0.503993,152.5,0.497185,
153,0.501036,153,0.502675,153,0.509364,153,0.50611,153,0.497114,
153.5,0.501051,153.5,0.504505,153.5,0.509202,153.5,0.506495,153.5,0.499377,
154,0.503266,154,0.503595,154,0.510187,154,0.504751,154,0.498379,
154.5,0.50183,154.5,0.505552,154.5,0.510098,154.5,0.506989,154.5,0.49876,
155,0.502697,155,0.506702,155,0.512263,155,0.504898,155,0.499735,
155.5,0.503823,155.5,0.506052,155.5,0.511821,155.5,0.509331,155.5,0.501767,
156,0.505089,156,0.50818,156,0.512745,156,0.507728,156,0.500251,
156.5,0.506616,156.5,0.508115,156.5,0.513127,156.5,0.510309,156.5,0.502193,
157,0.506054,157,0.507794,157,0.51219,157,0.508036,157,0.504281,
157.5,0.505394,157.5,0.509102,157.5,0.51489,157.5,0.509565,157.5,0.503887,
158,0.506491,158,0.509602,158,0.51502,158,0.509416,158,0.505161,
158.5,0.508405,158.5,0.50936,158.5,0.515087,158.5,0.511834,158.5,0.504946,
159,0.509032,159,0.510686,159,0.518019,159,0.511506,159,0.506234,
159.5,0.509353,159.5,0.511583,159.5,0.518662,159.5,0.512267,159.5,0.506515,
160,0.509659,160,0.512996,160,0.517671,160,0.512235,160,0.507538,
160.5,0.511293,160.5,0.513273,160.5,0.519294,160.5,0.513631,160.5,0.507371,
161,0.51096,161,0.514816,161,0.519669,161,0.513232,161,0.508727,
161.5,0.512903,161.5,0.512494,161.5,0.521098,161.5,0.514854,161.5,0.508984,
162,0.512987,162,0.515295,162,0.521752,162,0.515067,162,0.510861,
162.5,0.513427,162.5,0.516842,162.5,0.521773,162.5,0.516343,162.5,0.5092,
163,0.513694,163,0.517172,163,0.5225,163,0.515758,163,0.509698,
163.5,0.514258,163.5,0.517896,163.5,0.524195,163.5,0.51634,163.5,0.512895,
164,0.515405,164,0.517214,164,0.524087,164,0.517564,164,0.513826,
164.5,0.515669,164.5,0.519978,164.5,0.526253,164.5,0.518426,164.5,0.513515,
165,0.518787,165,0.518808,165,0.525035,165,0.519106,165,0.514089,
165.5,0.517474,165.5,0.521449,165.5,0.528178,165.5,0.518795,165.5,0.515452,
166,0.519379,166,0.521705,166,0.527239,166,0.519759,166,0.515909,
166.5,0.520762,166.5,0.523838,166.5,0.527616,166.5,0.521297,166.5,0.517581,
167,0.521576,167,0.522136,167,0.529154,167,0.522685,167,0.518244,
167.5,0.522709,167.5,0.524583,167.5,0.530779,167.5,0.519837,167.5,0.520218,
168,0.521765,168,0.524412,168,0.530574,168,0.522822,168,0.521191,
168.5,0.525568,168.5,0.525407,168.5,0.531191,168.5,0.522879,168.5,0.520177,
169,0.524266,169,0.527086,169,0.532815,169,0.524251,169,0.522146,
169.5,0.525543,169.5,0.527275,169.5,0.533511,169.5,0.525247,169.5,0.523111,
170,0.526239,170,0.52918,170,0.534949,170,0.526515,170,0.522588,
170.5,0.527198,170.5,0.52833,170.5,0.535911,170.5,0.527887,170.5,0.523482,
171,0.528,171,0.528893,171,0.536445,171,0.527505,171,0.525226,
171.5,0.528996,171.5,0.530439,171.5,0.53707,171.5,0.526874,171.5,0.525949,
172,0.530432,172,0.532993,172,0.539302,172,0.529593,172,0.526341,
172.5,0.530934,172.5,0.534076,172.5,0.540497,172.5,0.530359,172.5,0.526972,
173,0.532127,173,0.534355,173,0.541682,173,0.531269,173,0.52837,
173.5,0.533792,173.5,0.535477,173.5,0.540636,173.5,0.531044,173.5,0.528769,
174,0.533276,174,0.535708,174,0.542454,174,0.532006,174,0.531949,
174.5,0.533022,174.5,0.535804,174.5,0.543364,174.5,0.532077,174.5,0.531889,
175,0.535938,175,0.537516,175,0.543393,175,0.533808,175,0.532686,
175.5,0.536246,175.5,0.538804,175.5,0.546677,175.5,0.532813,175.5,0.534698,
176,0.536971,176,0.541625,176,0.546856,176,0.535244,176,0.533661,
176.5,0.538656,176.5,0.540478,176.5,0.547497,176.5,0.536464,176.5,0.535615,
177,0.538873,177,0.542577,177,0.548036,177,0.536143,177,0.538527,
177.5,0.540538,177.5,0.542876,177.5,0.548629,177.5,0.537431,177.5,0.537773,
178,0.541752,178,0.543772,178,0.552292,178,0.537396,178,0.5415,
178.5,0.544215,178.5,0.547488,178.5,0.550994,178.5,0.539734,178.5,0.539405,
179,0.542522,179,0.548025,179,0.554052,179,0.541305,179,0.541021,
179.5,0.545818,179.5,0.547547,179.5,0.554807,179.5,0.539705,179.5,0.542397,
180,0.547481,180,0.548653,180,0.555192,180,0.541765,180,0.543712,
180.5,0.548137,180.5,0.549663,180.5,0.554849,180.5,0.544049,180.5,0.544997,
181,0.549255,181,0.551983,181,0.557784,181,0.545231,181,0.546243,
181.5,0.550864,181.5,0.551981,181.5,0.55777,181.5,0.543662,181.5,0.546465,
182,0.550263,182,0.553164,182,0.561402,182,0.545861,182,0.54857,
182.5,0.553543,182.5,0.554273,182.5,0.56163,182.5,0.546629,182.5,0.548748,
183,0.554503,183,0.556027,183,0.561733,183,0.546625,183,0.549934,
183.5,0.553275,183.5,0.558228,183.5,0.564093,183.5,0.548517,183.5,0.552613,
184,0.554357,184,0.556856,184,0.56503,184,0.549122,184,0.553504,
184.5,0.557707,184.5,0.559277,184.5,0.564173,184.5,0.54879,184.5,0.554084,
185,0.560104,185,0.560801,185,0.569293,185,0.550335,185,0.554855,
185.5,0.55801,185.5,0.562905,185.5,0.568536,185.5,0.551787,185.5,0.557134,
186,0.56033,186,0.563341,186,0.570668,186,0.551962,186,0.557117,
186.5,0.561847,186.5,0.564955,186.5,0.571233,186.5,0.552547,186.5,0.558227,
187,0.563891,187,0.566498,187,0.571349,187,0.555458,187,0.560243,
187.5,0.563031,187.5,0.568616,187.5,0.57379,187.5,0.555267,187.5,0.560753,
188,0.564722,188,0.566764,188,0.574998,188,0.555676,188,0.562369,
188.5,0.56766,188.5,0.569836,188.5,0.576532,188.5,0.556824,188.5,0.562231,
189,0.567573,189,0.570646,189,0.574523,189,0.557369,189,0.565072,
189.5,0.57056,189.5,0.572778,189.5,0.576372,189.5,0.560014,189.5,0.566725,
190,0.569789,190,0.57338,190,0.58045,190,0.560658,190,0.567405,
190.5,0.572748,190.5,0.575846,190.5,0.578596,190.5,0.561684,190.5,0.568032,
191,0.57264,191,0.575933,191,0.581694,191,0.561712,191,0.570049,
191.5,0.573204,191.5,0.575907,191.5,0.582195,191.5,0.561435,191.5,0.571324,
192,0.574972,192,0.578618,192,0.584591,192,0.563313,192,0.571654,
192.5,0.577322,192.5,0.578778,192.5,0.584638,192.5,0.563182,192.5,0.573769,
193,0.578034,193,0.580311,193,0.588226,193,0.565246,193,0.572738,
193.5,0.579063,193.5,0.583372,193.5,0.588897,193.5,0.565478,193.5,0.57394,
194,0.580273,194,0.584207,194,0.589302,194,0.568002,194,0.576513,
194.5,0.581645,194.5,0.586319,194.5,0.589738,194.5,0.568437,194.5,0.577498,
195,0.584687,195,0.588207,195,0.593543,195,0.569236,195,0.579714,
195.5,0.585397,195.5,0.586052,195.5,0.593745,195.5,0.571121,195.5,0.581404,
196,0.584825,196,0.588078,196,0.594437,196,0.571051,196,0.582782,
196.5,0.586273,196.5,0.589081,196.5,0.596341,196.5,0.57288,196.5,0.584206,
197,0.586387,197,0.592206,197,0.598217,197,0.573285,197,0.584961,
197.5,0.588824,197.5,0.593792,197.5,0.598752,197.5,0.573695,197.5,0.585469,
198,0.589833,198,0.593149,198,0.600596,198,0.574422,198,0.587103,
198.5,0.593185,198.5,0.595943,198.5,0.602839,198.5,0.575846,198.5,0.587834,
199,0.592995,199,0.596589,199,0.606295,199,0.578193,199,0.591248,
199.5,0.595814,199.5,0.59921,199.5,0.605989,199.5,0.577207,199.5,0.591911,
200,0.59652,200,0.600916,200,0.6067,200,0.578131,200,0.591538,
200.5,0.597813,200.5,0.602338,200.5,0.608687,200.5,0.580765,200.5,0.592028,
201,0.600356,201,0.604709,201,0.609247,201,0.57904,201,0.595351,
201.5,0.599932,201.5,0.604048,201.5,0.608905,201.5,0.5809,201.5,0.596759,
202,0.601683,202,0.604939,202,0.612724,202,0.581394,202,0.59839,
202.5,0.602431,202.5,0.606424,202.5,0.612314,202.5,0.585308,202.5,0.597499,
203,0.60508,203,0.609343,203,0.614905,203,0.584142,203,0.599994,
203.5,0.605984,203.5,0.611417,203.5,0.617226,203.5,0.586409,203.5,0.602482,
204,0.607719,204,0.610407,204,0.617292,204,0.588824,204,0.60385,
204.5,0.607959,204.5,0.613025,204.5,0.619027,204.5,0.587441,204.5,0.604327,
205,0.610684,205,0.614187,205,0.61939,205,0.589876,205,0.604823,
205.5,0.613256,205.5,0.614583,205.5,0.620737,205.5,0.589301,205.5,0.60787,
206,0.61377,206,0.61679,206,0.622065,206,0.591322,206,0.606782,
206.5,0.613911,206.5,0.616731,206.5,0.623544,206.5,0.591064,206.5,0.608443,
207,0.614846,207,0.61834,207,0.625789,207,0.593878,207,0.610015,
207.5,0.616651,207.5,0.620126,207.5,0.626459,207.5,0.595065,207.5,0.613755,
208,0.617974,208,0.623868,208,0.627044,208,0.594738,208,0.61282,
208.5,0.620154,208.5,0.624045,208.5,0.629185,208.5,0.596169,208.5,0.613635,
209,0.62222,209,0.6232,209,0.631378,209,0.59858,209,0.615718,
209.5,0.623818,209.5,0.62666,209.5,0.632568,209.5,0.597877,209.5,0.617054,
210,0.621631,210,0.625794,210,0.634994,210,0.597033,210,0.617672,
210.5,0.626559,210.5,0.62919,210.5,0.633566,210.5,0.598483,210.5,0.617872,
211,0.626386,211,0.630133,211,0.637538,211,0.601214,211,0.619059,
211.5,0.627209,211.5,0.631274,211.5,0.637418,211.5,0.601396,211.5,0.623189,
212,0.629601,212,0.632219,212,0.638468,212,0.603538,212,0.623116,
212.5,0.631243,212.5,0.634103,212.5,0.640293,212.5,0.603049,212.5,0.624738,
213,0.632465,213,0.635792,213,0.641981,213,0.603689,213,0.626753,
213.5,0.634173,213.5,0.635911,213.5,0.64341,213.5,0.606447,213.5,0.628809,
214,0.635199,214,0.640483,214,0.643993,214,0.607551,214,0.629405,
214.5,0.634786,214.5,0.639515,214.5,0.646998,214.5,0.608848,214.5,0.629968,
215,0.636714,215,0.641921,215,0.647126,215,0.608261,215,0.633331,
215.5,0.636764,215.5,0.641727,215.5,0.647823,215.5,0.609621,215.5,0.633145,
216,0.639312,216,0.642011,216,0.649354,216,0.612354,216,0.633727,
216.5,0.64066,216.5,0.644993,216.5,0.651669,216.5,0.611016,216.5,0.634685,
217,0.642328,217,0.645876,217,0.651795,217,0.61354,217,0.63731,
217.5,0.643372,217.5,0.64789,217.5,0.654366,217.5,0.613744,217.5,0.638171,
218,0.64283,218,0.648801,218,0.655786,218,0.616219,218,0.638421,
218.5,0.645319,218.5,0.648335,218.5,0.656683,218.5,0.615922,218.5,0.638204,
219,0.646792,219,0.651183,219,0.658557,219,0.617309,219,0.640558,
219.5,0.648114,219.5,0.653168,219.5,0.657803,219.5,0.620221,219.5,0.641561,
220,0.648282,220,0.653104,220,0.659551,220,0.61898,220,0.645016,
220.5,0.651983,220.5,0.654242,220.5,0.661103,220.5,0.621192,220.5,0.644396,
221,0.652488,221,0.657396,221,0.663117,221,0.622435,221,0.646643,
221.5,0.652542,221.5,0.655283,221.5,0.662534,221.5,0.6218,221.5,0.64889,
222,0.655676,222,0.657803,222,0.666467,222,0.62313,222,0.648926,
222.5,0.654787,222.5,0.657712,222.5,0.665276,222.5,0.625996,222.5,0.650299,
223,0.657615,223,0.662302,223,0.665659,223,0.625288,223,0.650643,
223.5,0.658462,223.5,0.663331,223.5,0.669303,223.5,0.62673,223.5,0.650851,
224,0.659745,224,0.663589,224,0.669251,224,0.628063,224,0.6528,
224.5,0.660119,224.5,0.663871,224.5,0.672405,224.5,0.629469,224.5,0.652231,
225,0.663258,225,0.665407,225,0.673241,225,0.62989,225,0.655221,
225.5,0.663114,225.5,0.669164,225.5,0.672417,225.5,0.631247,225.5,0.655175,
226,0.661248,226,0.667325,226,0.673222,226,0.632687,226,0.656717,
226.5,0.665485,226.5,0.667779,226.5,0.676413,226.5,0.631637,226.5,0.660594,
227,0.667282,227,0.670354,227,0.676865,227,0.631806,227,0.659233,
227.5,0.667762,227.5,0.670247,227.5,0.677805,227.5,0.632363,227.5,0.659458,
228,0.668633,228,0.672271,228,0.678046,228,0.632696,228,0.662239,
228.5,0.670939,228.5,0.674937,228.5,0.681386,228.5,0.63343,228.5,0.66125,
229,0.670291,229,0.673099,229,0.683157,229,0.637752,229,0.664562,
229.5,0.672211,229.5,0.673202,229.5,0.681786,229.5,0.636472,229.5,0.667358,
230,0.674186,230,0.677979,230,0.683448,230,0.637156,230,0.665892,
230.5,0.675302,230.5,0.677465,230.5,0.685583,230.5,0.640116,230.5,0.667376,
231,0.673378,231,0.676955,231,0.684851,231,0.639589,231,0.667242,
231.5,0.677107,231.5,0.680325,231.5,0.686444,231.5,0.640059,231.5,0.670255,
232,0.677399,232,0.680486,232,0.68529,232,0.640516,232,0.672677,
232.5,0.678876,232.5,0.682023,232.5,0.689769,232.5,0.640492,232.5,0.673521,
233,0.681327,233,0.683974,233,0.69041,233,0.644357,233,0.671399,
233.5,0.681756,233.5,0.683854,233.5,0.693847,233.5,0.642492,233.5,0.673359,
234,0.681799,234,0.684997,234,0.692254,234,0.64424,234,0.675416,
234.5,0.684433,234.5,0.686286,234.5,0.69219,234.5,0.646529,234.5,0.677623,
235,0.685278,235,0.686806,235,0.696876,235,0.645625,235,0.676925,
235.5,0.688125,235.5,0.688167,235.5,0.697197,235.5,0.645514,235.5,0.676198,
236,0.68269,236,0.689163,236,0.694543,236,0.64519,236,0.677888,
236.5,0.687645,236.5,0.689704,236.5,0.697783,236.5,0.648641,236.5,0.679327,
237,0.686048,237,0.693874,237,0.700315,237,0.649677,237,0.681631,
237.5,0.691375,237.5,0.692235,237.5,0.699622,237.5,0.645847,237.5,0.68175,
238,0.691417,238,0.693623,238,0.70056,238,0.649288,238,0.685861,
238.5,0.690337,238.5,0.694591,238.5,0.700885,238.5,0.649197,238.5,0.684076,
239,0.693331,239,0.696352,239,0.703278,239,0.649409,239,0.685977,
239.5,0.695803,239.5,0.696691,239.5,0.704722,239.5,0.648807,239.5,0.687247,
240,0.694896,240,0.695681,240,0.705835,240,0.651762,240,0.687803,
240.5,0.69667,240.5,0.697352,240.5,0.707731,240.5,0.65266,240.5,0.687515,
241,0.697551,241,0.698768,241,0.707877,241,0.650453,241,0.690829,
241.5,0.697432,241.5,0.699913,241.5,0.70746,241.5,0.653759,241.5,0.690899,
242,0.700016,242,0.702283,242,0.709054,242,0.656185,242,0.692323,
242.5,0.700054,242.5,0.70226,242.5,0.710435,242.5,0.653373,242.5,0.692883,
243,0.700451,243,0.702689,243,0.711963,243,0.65363,243,0.693528,
243.5,0.70279,243.5,0.703439,243.5,0.71248,243.5,0.653784,243.5,0.694028,
244,0.698331,244,0.703082,244,0.714005,244,0.655467,244,0.696304,
244.5,0.704608,244.5,0.703135,244.5,0.715799,244.5,0.655011,244.5,0.697984,
245,0.704606,245,0.705981,245,0.715512,245,0.654719,245,0.69783,
245.5,0.706609,245.5,0.707122,245.5,0.716493,245.5,0.65816,245.5,0.698373,
246,0.707034,246,0.707257,246,0.719073,246,0.659824,246,0.69955,
246.5,0.706376,246.5,0.707368,246.5,0.717903,246.5,0.657308,246.5,0.701356,
247,0.71164,247,0.709516,247,0.719477,247,0.660445,247,0.700769,
247.5,0.710541,247.5,0.711465,247.5,0.721056,247.5,0.658806,247.5,0.702657,
248,0.711961,248,0.709607,248,0.722545,248,0.661249,248,0.703021,
248.5,0.711781,248.5,0.710279,248.5,0.722631,248.5,0.661845,248.5,0.70457,
249,0.713674,249,0.713482,249,0.723288,249,0.659597,249,0.704572,
249.5,0.712935,249.5,0.712465,249.5,0.727168,249.5,0.661866,249.5,0.707094,
250,0.713462,250,0.714369,250,0.724403,250,0.662301,250,0.704595,
250.5,0.714972,250.5,0.7155,250.5,0.727403,250.5,0.661007,250.5,0.705864,
251,0.717531,251,0.715121,251,0.728615,251,0.663353,251,0.709113,
251.5,0.716709,251.5,0.718512,251.5,0.729078,251.5,0.66108,251.5,0.71116,
252,0.717863,252,0.716824,252,0.72963,252,0.661179,252,0.712309,
252.5,0.719491,252.5,0.718697,252.5,0.730029,252.5,0.664219,252.5,0.711973,
253,0.718328,253,0.717064,253,0.733958,253,0.666076,253,0.713547,
253.5,0.721959,253.5,0.717263,253.5,0.733132,253.5,0.664685,253.5,0.714103,
254,0.721368,254,0.720421,254,0.733576,254,0.665609,254,0.713675,
254.5,0.722883,254.5,0.720549,254.5,0.734252,254.5,0.665052,254.5,0.714363,
255,0.725276,255,0.721214,255,0.733915,255,0.666312,255,0.715448,
255.5,0.723462,255.5,0.722872,255.5,0.737224,255.5,0.665423,255.5,0.715469,
256,0.725602,256,0.722678,256,0.733976,256,0.667163,256,0.719631,
256.5,0.726357,256.5,0.725842,256.5,0.739721,256.5,0.666077,256.5,0.719784,
257,0.728382,257,0.723334,257,0.739885,257,0.667301,257,0.720466,
257.5,0.72759,257.5,0.725502,257.5,0.739666,257.5,0.667318,257.5,0.720302,
258,0.730824,258,0.726483,258,0.740532,258,0.668269,258,0.720718,
258.5,0.730917,258.5,0.725349,258.5,0.741541,258.5,0.669614,258.5,0.723443,
259,0.731284,259,0.726277,259,0.744781,259,0.66905,259,0.723336,
259.5,0.731553,259.5,0.727652,259.5,0.741621,259.5,0.668427,259.5,0.722713,
260,0.732146,260,0.729488,260,0.743453,260,0.667833,260,0.725452,
260.5,0.73318,260.5,0.728188,260.5,0.746926,260.5,0.669234,260.5,0.726523,
261,0.73481,261,0.730399,261,0.746084,261,0.671525,261,0.725267,
261.5,0.734119,261.5,0.732686,261.5,0.748079,261.5,0.669851,261.5,0.727174,
262,0.735491,262,0.732423,262,0.749031,262,0.670897,262,0.729139,
262.5,0.73706,262.5,0.733525,262.5,0.74935,262.5,0.671521,262.5,0.731476,
263,0.737904,263,0.733034,263,0.750777,263,0.672069,263,0.732427,
263.5,0.739465,263.5,0.734871,263.5,0.752255,263.5,0.670835,263.5,0.730956,
264,0.740783,264,0.735135,264,0.753795,264,0.673805,264,0.73264,
264.5,0.742134,264.5,0.735906,264.5,0.755421,264.5,0.673965,264.5,0.733533,
265,0.739919,265,0.738724,265,0.755945,265,0.675063,265,0.734654,
265.5,0.740134,265.5,0.738144,265.5,0.754715,265.5,0.674342,265.5,0.735815,
266,0.743999,266,0.740168,266,0.757203,266,0.675093,266,0.737008,
266.5,0.745849,266.5,0.73945,266.5,0.757148,266.5,0.676888,266.5,0.736499,
267,0.748088,267,0.73973,267,0.760064,267,0.67819,267,0.738633,
267.5,0.746705,267.5,0.742599,267.5,0.758966,267.5,0.677769,267.5,0.740174,
268,0.749095,268,0.743254,268,0.762276,268,0.677852,268,0.741442,
268.5,0.748214,268.5,0.743813,268.5,0.761904,268.5,0.680347,268.5,0.740148,
269,0.748121,269,0.742998,269,0.760088,269,0.680919,269,0.742572,
269.5,0.750332,269.5,0.744537,269.5,0.762465,269.5,0.682631,269.5,0.744638,
270,0.752797,270,0.74444,270,0.762758,270,0.68385,270,0.743377,
270.5,0.753123,270.5,0.746338,270.5,0.767056,270.5,0.684317,270.5,0.746029,
271,0.751436,271,0.74631,271,0.766912,271,0.683064,271,0.748073,
271.5,0.754541,271.5,0.749198,271.5,0.769442,271.5,0.684797,271.5,0.744749,
272,0.754326,272,0.748609,272,0.76909,272,0.687214,272,0.746478,
272.5,0.756553,272.5,0.748058,272.5,0.768332,272.5,0.686687,272.5,0.749085,
273,0.758107,273,0.750439,273,0.769069,273,0.688498,273,0.750212,
273.5,0.758087,273.5,0.75141,273.5,0.770425,273.5,0.689145,273.5,0.751879,
274,0.759437,274,0.755208,274,0.772994,274,0.689202,274,0.750769,
274.5,0.757291,274.5,0.755175,274.5,0.772851,274.5,0.690624,274.5,0.755295,
275,0.761287,275,0.755031,275,0.773777,275,0.69417,275,0.750127,
275.5,0.760514,275.5,0.755485,275.5,0.775357,275.5,0.696783,275.5,0.754773,
276,0.761791,276,0.754296,276,0.775417,276,0.696445,276,0.755693,
276.5,0.763219,276.5,0.758424,276.5,0.775779,276.5,0.695973,276.5,0.75699,
277,0.762193,277,0.759207,277,0.77763,277,0.69546,277,0.757054,
277.5,0.764795,277.5,0.759149,277.5,0.779053,277.5,0.698234,277.5,0.75573,
278,0.763997,278,0.761422,278,0.779709,278,0.700027,278,0.759097,
278.5,0.768015,278.5,0.762693,278.5,0.779639,278.5,0.703709,278.5,0.761179,
279,0.766735,279,0.761894,279,0.781762,279,0.7035,279,0.760279,
279.5,0.768808,279.5,0.764592,279.5,0.782797,279.5,0.702891,279.5,0.761474,
280,0.769489,280,0.76386,280,0.782906,280,0.70562,280,0.762587,
280.5,0.770924,280.5,0.764885,280.5,0.78239,280.5,0.705633,280.5,0.763374,
281,0.771321,281,0.765641,281,0.784033,281,0.709179,281,0.764177,
281.5,0.772669,281.5,0.767358,281.5,0.784968,281.5,0.708559,281.5,0.764506,
282,0.770396,282,0.765383,282,0.786751,282,0.710683,282,0.765844,
282.5,0.774311,282.5,0.766845,282.5,0.786982,282.5,0.712061,282.5,0.766302,
283,0.772562,283,0.768464,283,0.789149,283,0.713195,283,0.768924,
283.5,0.773014,283.5,0.769532,283.5,0.789109,283.5,0.712817,283.5,0.767708,
284,0.775176,284,0.769488,284,0.789182,284,0.714578,284,0.769197,
284.5,0.774138,284.5,0.771159,284.5,0.791567,284.5,0.715488,284.5,0.769985,
285,0.774562,285,0.772416,285,0.789665,285,0.716063,285,0.769135,
285.5,0.775509,285.5,0.774276,285.5,0.791919,285.5,0.71869,285.5,0.771255,
286,0.777625,286,0.774041,286,0.79337,286,0.72115,286,0.772918,
286.5,0.778541,286.5,0.773828,286.5,0.794234,286.5,0.720921,286.5,0.773069,
287,0.780721,287,0.775206,287,0.794497,287,0.72307,287,0.773547,
287.5,0.781597,287.5,0.776619,287.5,0.796574,287.5,0.721294,287.5,0.774577,
288,0.780157,288,0.777235,288,0.796328,288,0.725738,288,0.772834,
288.5,0.780246,288.5,0.778273,288.5,0.796511,288.5,0.726714,288.5,0.774821,
289,0.780981,289,0.779847,289,0.794947,289,0.726585,289,0.778066,
289.5,0.781509,289.5,0.780744,289.5,0.798883,289.5,0.727635,289.5,0.777609,
290,0.784203,290,0.780707,290,0.798371,290,0.72994,290,0.776931,
290.5,0.783971,290.5,0.781186,290.5,0.800125,290.5,0.730254,290.5,0.776501,
291,0.783992,291,0.782813,291,0.799302,291,0.731845,291,0.777774,
291.5,0.785727,291.5,0.783369,291.5,0.80117,291.5,0.733128,291.5,0.778463,
292,0.785856,292,0.783074,292,0.800762,292,0.73492,292,0.780818,
292.5,0.785215,292.5,0.786114,292.5,0.80182,292.5,0.732031,292.5,0.779958,
293,0.786463,293,0.784551,293,0.803906,293,0.737375,293,0.781442,
293.5,0.788755,293.5,0.787529,293.5,0.805085,293.5,0.735743,293.5,0.781561,
294,0.789528,294,0.788858,294,0.803798,294,0.738133,294,0.7843,
294.5,0.78903,294.5,0.786919,294.5,0.80447,294.5,0.739904,294.5,0.784309,
295,0.787654,295,0.788682,295,0.806098,295,0.741043,295,0.784113,
295.5,0.789877,295.5,0.789044,295.5,0.806602,295.5,0.743108,295.5,0.783505,
296,0.789181,296,0.789862,296,0.806212,296,0.74041,296,0.78747,
296.5,0.790518,296.5,0.792272,296.5,0.808582,296.5,0.741965,296.5,0.784519,
297,0.789882,297,0.793296,297,0.807902,297,0.74286,297,0.785432,
297.5,0.791551,297.5,0.792049,297.5,0.809004,297.5,0.743001,297.5,0.788094,
298,0.793195,298,0.792361,298,0.807152,298,0.744777,298,0.786262,
298.5,0.792289,298.5,0.791751,298.5,0.809316,298.5,0.747561,298.5,0.78564,
299,0.79264,299,0.793156,299,0.807205,299,0.74713,299,0.787252,
299.5,0.793715,299.5,0.797636,299.5,0.812914,299.5,0.745797,299.5,0.790077,
300,0.793826,300,0.796057,300,0.81204,300,0.749305,300,0.788506,
300,0.793998,300,0.796067,300,0.812038,300,0.749136,300,0.788554,
